Date,Close,High,Low,Open,Volume,Ticker,SMA_20,SMA_50,SMA_200,EMA_20,RSI_14,MACD,MACD_Signal,MACD_Diff,BB_Upper,BB_Lower,BB_Width,OBV,Close_Lag_1,Close_Lag_3,Close_Lag_5,Close_Lag_10,Daily_Return,Volatility_20d,DayOfWeek,Month
2019-10-29,559.0823364257812,561.7460443000869,555.945989540583,559.3830590276964,16709764,INFY.NS,632.2692840576171,662.70927734375,629.9929653930664,616.306566186254,29.796713643218098,-32.96053180574688,-22.161032501212663,-10.79949930453422,738.5256163582188,526.0129517570155,33.61110051675982,11894185,557.5355224609375,545.9354248046875,546.1073608398438,667.0732421875,0.002774377420861285,0.040584607309047664,1,10
2019-10-30,567.6319580078125,576.9120868141313,563.8512133510844,567.4601465040402,22879467,INFY.NS,627.4626892089843,661.0827966308593,630.0638824462891,611.6708892168787,33.136824688279304,-32.61309356800166,-24.25144471457046,-8.361648853431198,736.2524402063606,518.6729382116081,34.67608604250968,34773652,559.0823364257812,547.7399291992188,559.0393676757812,651.9684448242188,0.015292240561004089,0.04088438030098777,2,10
2019-10-31,589.1137084960938,597.5775238538986,572.3579941951182,574.3343511716492,27405901,INFY.NS,622.7352142333984,659.7153869628906,630.225564880371,609.5225862910896,40.762956326388455,-30.255581022919728,-25.452271976240315,-4.803309046679413,729.5445913740972,515.9258370926997,34.303304100823524,62179553,567.6319580078125,557.5355224609375,545.9354248046875,654.6414794921875,0.03784450502694492,0.04129380219310256,3,10
2019-11-01,591.0899658203125,596.3314750987396,586.5358074114204,592.8944060779976,9713519,INFY.NS,618.6199493408203,658.3917468261719,630.3967123413086,607.7670986272061,41.424851488250155,-27.906083931559692,-25.94303436730419,-1.9630495642555026,723.6318422494004,513.6080564322402,33.950373899347106,71893072,589.1137084960938,559.0823364257812,547.7399291992188,652.9866333007812,0.003354627970318047,0.041299422559415405,4,11
2019-11-04,609.2205200195312,629.4133017127033,582.7121446047856,585.8484388047144,29381982,INFY.NS,615.7485229492188,657.3781018066406,630.6922164916992,607.9055197121894,47.24835217690009,-24.300979790738097,-25.614623451990973,1.3136436612528755,718.4657478324672,513.0312980659704,33.36336866591868,101275054,591.0899658203125,567.6319580078125,557.5355224609375,651.5865478515625,0.030673087427659507,0.04206616211485911,0,11
2019-11-05,598.135986328125,609.0057393741744,594.1833774634802,609.0057393741744,12897805,INFY.NS,611.9898040771484,655.8864929199219,630.8879837036133,606.9750879613262,44.345585318386156,-22.083770062733834,-24.908452774139548,2.824682711405714,711.4568016341274,512.5228065201694,32.50609630889864,88377249,609.2205200195312,589.1137084960938,559.0823364257812,546.1073608398438,-0.01819461644373188,0.042059750857882015,1,11
2019-11-06,612.0560913085938,619.9613610094597,594.6129754934803,597.8781807657579,21372589,INFY.NS,609.0925659179687,654.5595764160156,631.1602175903321,607.4589930420183,48.61502974496273,-18.984537313716032,-23.723669682054847,4.739132368338815,704.9416771915962,513.2434546443412,31.47275689670337,109749838,598.135986328125,591.0899658203125,567.6319580078125,559.0393676757812,0.023272475321076014,0.04253192716001996,2,11
2019-11-07,618.7583618164062,622.4102478417876,611.8842234156884,616.0946541643336,13733737,INFY.NS,606.7807769775391,653.4303515625,631.4407891845703,608.5351234014838,50.580794871060895,-15.805361446327083,-22.140008034909293,6.33464658858221,699.2976023156837,514.2639516393945,30.494316513777513,123483575,612.0560913085938,609.2205200195312,589.1137084960938,545.9354248046875,0.010950418765513614,0.0426425021645636,3,11
2019-11-08,608.4901733398438,622.3243562068998,606.2130939647467,620.3910047378414,8585630,INFY.NS,603.9810333251953,651.9854467773438,631.6550393676757,608.5308424432324,47.57778799705322,-13.953550813923925,-20.502716590712218,6.549165776788293,692.652542718848,515.3095239315426,29.362348981548315,114897945,618.7583618164062,598.135986328125,591.0899658203125,547.7399291992188,-0.016594827820054947,0.04275230429502654,4,11
2019-11-11,605.2679443359375,607.6738824348546,599.768612299398,600.5419738951829,6951494,INFY.NS,599.6730499267578,650.47015625,631.8373675537109,608.2200902425376,46.641962769600795,-12.60073111290626,-18.92231949515103,6.321588382244769,678.7891171144688,520.5569827390468,26.386400788687762,107946451,608.4901733398438,612.0560913085938,609.2205200195312,557.5355224609375,-0.0052954495324391004,0.041479353793467295,0,11
