Date,Close,High,Low,Open,Volume,Ticker,SMA_20,SMA_50,SMA_200,EMA_20,RSI_14,MACD,MACD_Signal,MACD_Diff,BB_Upper,BB_Lower,BB_Width,OBV,Close_Lag_1,Close_Lag_3,Close_Lag_5,Close_Lag_10,Daily_Return,Volatility_20d,DayOfWeek,Month
2019-10-16,56.27483367919922,56.48373281401713,55.99390415010381,56.03472259479586,73903200,AAPL,54.03135108947754,51.89465873718262,46.302255878448484,54.36399800017969,66.19542865671093,1.2543971565080696,1.0486581821489112,0.20573897435915844,57.01921287196649,51.04348930698859,11.059733736959345,2134452800,56.50293731689453,56.716636657714844,54.512420654296875,52.57471466064453,-0.004037022649212019,0.013967830565840606,2,10
2019-10-17,56.49333572387695,56.702231195180964,56.07074153370897,56.447714031568175,67585200,AAPL,54.203271293640135,52.07230934143067,46.397376499176026,54.56679206910324,67.13976979462731,1.2694161183974657,1.092809769398622,0.17660634899884364,57.33866385037766,51.067878736902614,11.569015972308698,2202038000,56.27483367919922,56.63499069213867,55.24715805053711,53.021324157714844,0.003882766600845633,0.0137372099825221,3,10
2019-10-18,56.76466751098633,57.04559706565765,56.25562947432122,56.32766353896111,97433600,AAPL,54.42753562927246,52.234384536743164,46.51251483917236,54.776113539758775,68.32315267070915,1.2883615317452097,1.1319201218679398,0.15644140987726995,57.62149676002599,51.233574498518934,11.73656346489345,2299471600,56.49333572387695,56.50293731689453,56.716636657714844,54.507606506347656,0.004802899025746488,0.013079560889192609,4,10
2019-10-21,57.749107360839844,57.864363302867055,56.983156188347394,57.03117766562347,87247200,AAPL,54.68913650512695,52.424168243408204,46.62537439346313,55.059255808433164,72.23060975068981,1.3670534358464863,1.178946784663649,0.18810665118283731,58.066155125963746,51.31211788429016,12.349869961908091,2386718800,56.76466751098633,56.27483367919922,56.63499069213867,54.51961898803711,0.01734247539920819,0.013406035194178087,0,10
2019-10-22,57.61705017089844,58.15489658740651,57.53540962798938,57.90518270314261,82293600,AAPL,54.956620407104495,52.613759994506836,46.73796508789062,55.30285527152509,70.96598965720867,1.4025932038410929,1.223676068499138,0.17891713534195497,58.371237715768956,51.542003098440034,12.426591312820385,2304425200,57.749107360839844,56.49333572387695,56.50293731689453,53.88092041015625,-0.0022867399337666017,0.013324122321619924,1,10
2019-10-23,58.390201568603516,58.40461130875165,57.91958597693626,58.130884866797174,75828800,AAPL,55.22254314422607,52.77804397583008,46.85107608795166,55.59688825219923,73.8523984112575,1.4761296782538906,1.2741667904500886,0.201962887803802,58.83143466260934,51.613651625842806,13.07035610061578,2380254000,57.61705017089844,56.76466751098633,56.27483367919922,54.512420654296875,0.013418795224882762,0.01325007418418517,2,10
2019-10-24,58.48625183105469,58.7791876143368,58.06125423337426,58.70955335592496,69275200,AAPL,55.506954765319826,52.97411880493164,46.9616303062439,55.87206573589975,74.19561089935279,1.5245838637215172,1.3242502051043743,0.20033365861714292,59.2022536599617,51.81165587067795,13.3147239305971,2449529200,58.390201568603516,57.749107360839844,56.49333572387695,55.24715805053711,0.0016449722705327297,0.013065145181102395,3,10
2019-10-25,59.20658493041992,59.24260012348222,58.31817475144487,58.38540555436381,73477200,AAPL,55.84022884368896,53.189450378417966,47.075204906463625,56.18963899252073,76.66895691235119,1.602634839023338,1.3799271318881672,0.22270770713517085,59.607077027397665,52.07338065998026,13.491521298213414,2523006400,58.48625183105469,57.61705017089844,56.76466751098633,56.716636657714844,0.012316280780755307,0.01293197170664193,4,10
2019-10-28,59.79966735839844,59.847688843365425,59.24020808221215,59.40828511149882,96572800,AAPL,56.14132862091064,53.3937850189209,47.19353628158569,56.53345121784241,78.49649686764762,1.692833661915941,1.442508437893722,0.2503252240222189,60.155192508228936,52.12746473359235,14.299141063873124,2619579200,59.20658493041992,58.390201568603516,57.749107360839844,56.63499069213867,0.01001717002721092,0.012309302528960328,0,10
2019-10-29,58.41661834716797,59.9677374114046,58.24374175415912,59.780451077157984,142839600,AAPL,56.36583232879639,53.55197006225586,47.307669143676755,56.712800468254365,65.59324837635026,1.6338820075950053,1.480783151833979,0.15309885576102644,60.361308558060834,52.37035609953194,14.176943954123866,2476739600,59.79966735839844,58.48625183105469,57.61705017089844,56.50293731689453,-0.02312803853809786,0.013863788430656833,1,10
2019-10-30,58.40941619873047,58.89924482176762,57.91719144782321,58.76958279527963,124522000,AAPL,56.65756740570068,53.7099633026123,47.4181238746643,56.87438291877589,65.53283724938669,1.5685005457007364,1.4983266306073304,0.07017391509340598,60.34323223720235,52.971902574199014,13.01031795138748,2352217600,58.41661834716797,59.20658493041992,58.390201568603516,56.27483367919922,-0.00012328937623018454,0.012113352839026295,2,10
2019-10-31,59.73002624511719,59.82847265948915,56.96874904224295,59.365060070154456,139162000,AAPL,56.9930025100708,53.88341941833496,47.532963314056396,57.14634894985602,70.83669378855538,1.6047489134930473,1.5196110871844737,0.08513782630857358,60.5111847232983,53.474820296843305,12.346014627342457,2491379600,58.40941619873047,59.79966735839844,58.48625183105469,56.49333572387695,0.022609540247646276,0.012703302343509847,3,10
2019-11-01,61.42520523071289,61.45161392666581,59.82606489739292,59.91730459707598,151125200,AAPL,57.33888244628906,54.091643524169925,47.65518718719483,57.55385907184239,75.95218655044317,1.7500888482098418,1.5657066393895473,0.18438220882029444,61.15889813953769,53.518866753040435,13.324346517659963,2642504800,59.73002624511719,58.41661834716797,59.20658493041992,56.76466751098633,0.028380683755923952,0.012735275532618365,4,11
2019-11-04,61.82859420776367,61.912634539198656,61.31955996379076,61.78777210588694,103272000,AAPL,57.70433120727539,54.355093231201174,47.7782890701294,57.96097670383489,76.98666950932639,1.8761943126306377,1.6278041740377656,0.24839013859287218,61.76637032080665,53.642292093744125,14.078801464452702,2745776800,61.42520523071289,58.40941619873047,59.79966735839844,57.749107360839844,0.006567157171647242,0.01266073648340042,0,11
2019-11-05,61.73975372314453,61.99427084278033,61.54526436432109,61.720540736224365,79897600,AAPL,58.097272872924805,54.59827766418457,47.905122661590575,58.32086022948342,76.20912315903391,1.946526768174401,1.691548692865093,0.25497807530930805,62.12415530242978,54.07039044341983,13.862552338086179,2665879200,61.82859420776367,59.73002624511719,58.41661834716797,57.61705017089844,-0.0014368834639941763,0.012082743022080079,1,11
2019-11-06,61.76616287231445,61.826190633565766,61.31715639057186,61.65331038805769,75864400,AAPL,58.459959983825684,54.853179473876956,48.03135278701782,58.64898429070543,76.28579704269166,1.9815546154068642,1.7495498773734472,0.23200473803341692,62.436331699227225,54.48358826842414,13.603744225968327,2741743600,61.73975372314453,61.42520523071289,58.40941619873047,58.390201568603516,0.00042774950623147845,0.012109447446653028,2,11
