Date,Close,High,Low,Open,Volume,Ticker
2019-01-02,37.46921157836914,37.689871814400156,36.593695596828695,36.750292716540024,148158800,AAPL
2019-01-03,33.73698806762695,34.574540108213995,33.69190676803851,34.16169431348471,365248800,AAPL
2019-01-04,35.17720413208008,35.24601358953824,34.11899533904399,34.29219923540596,234428400,AAPL
2019-01-07,35.09891128540039,35.31245379240385,34.61725948663249,35.28160791885267,219111200,AAPL
2019-01-08,35.768001556396484,36.021878993464554,35.238897140785376,35.48565323681881,164101200,AAPL
2019-01-09,36.37541198730469,36.664878086938074,35.502270953950706,35.896131517687564,180396400,AAPL
2019-01-10,36.491668701171875,36.532003660455786,35.794103077351124,36.18322084854541,143122800,AAPL
2019-01-11,36.13338851928711,36.46793584598435,35.94832055566885,36.273378795691265,108092800,AAPL
2019-01-14,35.59004211425781,35.89137215120563,35.404974184896176,35.791720467734464,129756800,AAPL
2019-01-15,36.318450927734375,36.394374463172355,35.601903781181996,35.65410279572326,114843600,AAPL
2019-01-16,36.76213836669922,36.985169858060395,36.301839947576106,36.320821736245776,122278800,AAPL
2019-01-17,36.98042678833008,37.40750802029229,36.363531273228396,36.58656278438679,119284800,AAPL
2019-01-18,37.208213806152344,37.45971625451414,37.00890676859886,37.369553633249645,135004000,AAPL
2019-01-22,36.37302780151367,37.186851783715795,36.211684376745275,37.110928234724035,121576000,AAPL
2019-01-23,36.520137786865234,36.80960382903162,35.99340473442524,36.57470818551413,92522400,AAPL
2019-01-24,36.230655670166016,36.65299047144227,36.00288146878848,36.56520287512027,101766000,AAPL
2019-01-25,37.43122863769531,37.51901986147669,36.61503346004078,36.89026034045168,134142000,AAPL
2019-01-28,37.08482360839844,37.091941326997095,36.45843902887305,36.96381515140883,104768400,AAPL
2019-01-29,36.700462341308594,37.519036488429236,36.565222017267494,37.07297331497307,166348800,AAPL
2019-01-30,39.208377838134766,39.42191672312946,38.017296299473955,38.73384376445083,244439200,AAPL
2019-01-31,39.49072265625,40.098125636928835,39.04465950838577,39.41242410665209,162958400,AAPL
2019-02-01,39.50969314575195,40.0933678096817,39.369702895096495,39.6140911820077,130672400,AAPL
2019-02-04,40.631961822509766,40.729242132850885,39.69001181938611,39.72085767886159,125982000,AAPL
2019-02-05,41.327171325683594,41.54071383411568,40.89297582806122,41.01398071522067,144406400,AAPL
2019-02-06,41.34140396118164,41.6569695100412,41.01160297138825,41.43868068103189,112958400,AAPL
2019-02-07,40.55841827392578,41.27021921626802,40.41605663729461,40.904826038437854,126966800,AAPL
2019-02-08,40.60607147216797,40.66564261030473,40.13188390366319,40.26770784386319,95280000,AAPL
2019-02-11,40.37256622314453,40.79671624225165,40.32967673169206,40.75858982589266,83973600,AAPL
2019-02-12,40.720458984375,40.74667043828146,40.436899701914584,40.5322157324539,89134000,AAPL
2019-02-13,40.551265716552734,41.099320945808756,40.48931303829851,40.8395916413653,89960800,AAPL
2019-02-14,40.69901657104492,40.80862546752188,40.36065282411193,40.439287190333225,87342800,AAPL
2019-02-15,40.608455657958984,40.91345961424227,40.44880543364929,40.80623228578758,98507200,AAPL
2019-02-19,40.72998809814453,40.851515580587275,40.38686130166285,40.43928420861173,75891200,AAPL
2019-02-20,40.992088317871094,41.29947740453898,40.744274000963244,40.79193018083782,104457600,AAPL
2019-02-21,40.760963439941406,41.07311568683924,40.57986845134195,40.93729535437326,68998800,AAPL
2019-02-22,41.21608352661133,41.223231773038286,40.83721192224632,40.88486811040405,75652800,AAPL
2019-02-25,41.51631546020508,41.907101970477754,41.44959607815367,41.49963743265904,87493600,AAPL
2019-02-26,41.5401611328125,41.7712975211783,41.26375008174526,41.39242582162674,68280800,AAPL
2019-02-27,41.668827056884766,41.699805218546146,41.15889815564964,41.2732773821219,111341600,AAPL
2019-02-28,41.25897216796875,41.67835534148874,41.20416773449612,41.53776831669921,112861600,AAPL
2019-03-01,41.69266128540039,41.73555077281449,41.19702882720667,41.52824431177665,103544800,AAPL
2019-03-04,41.902339935302734,42.35507912985598,41.45436381391855,41.86421353434797,109744800,AAPL
2019-03-05,41.826087951660156,41.938081984197204,41.59018493156289,41.92378549254291,78949600,AAPL
2019-03-06,41.58543014526367,41.81656650222476,41.44722463850816,41.621171381521776,83241600,AAPL
2019-03-07,41.10409164428711,41.56636432916655,40.98971605951243,41.43054036805001,99185600,AAPL
2019-03-08,41.20178985595703,41.2399162634684,40.38923852105088,40.584633632595896,95997600,AAPL
2019-03-11,42.62911605834961,42.68153896438816,41.78320858604554,41.81656828662146,128044000,AAPL
2019-03-12,43.10807418823242,43.52745383687402,42.741113814227916,42.8912342977693,129870400,AAPL
2019-03-13,43.298683166503906,43.677554693258266,43.11043635333161,43.42735521176513,124130000,AAPL
2019-03-14,43.78003692626953,43.868204717594026,43.501244327177254,43.82054487971694,94318000,AAPL
2019-03-15,44.34952926635742,44.63785523657547,43.78241438212483,44.04691043760487,156171600,AAPL
2019-03-18,44.80227279663086,44.89043693766361,44.2708955054987,44.27328067856524,104879200,AAPL
